2006091406,4,00002,多云,,22,18,偏北风,1、2级,75
2006091406,6,00002,多云间晴,,25,22,北转南,2、3级,50
2006091406,1,00002,多云间晴,,28,,北转南,2、3级,30
2006091406,2,00002,多云转晴,,,16,南转北,1、2级,80
2006091406,3,00002,晴间多云,,28,,北转南,2、3级,30
2006091406,1,00001,多云间晴,,28,,北转南,2、3级,30
2006091406,2,00001,多云转晴,,,16,南转北,1、2级,80
2006091406,1,00003,多云间晴,,25,,北转南,2、3级,30
2006091406,2,00003,多云转晴,,,12,南转北,1、2级,80
2006091406,1,00004,多云间晴,,27,,北转南,2、3级,30
2006091406,2,00004,多云转晴,,,15,南转北,1、2级,80
2006091406,1,00005,多云间晴,,26,,北转南,2、3级,30
2006091406,2,00005,多云转晴,,,13,南转北,1、2级,80
2006091411,7,00002,多云,,26,23,偏北风,2、3级,55
2006091411,8,00002,多云,,26,25,北转南,2、3级,45
2006091411,5,00002,多云,,26,,北转南,2、3级,45
2006091411,2,00002,多云转晴,,,16,南转北,1、2级,80
2006091411,3,00002,晴间多云,,28,,北转南,2、3级,30
2006091411,5,00001,多云,,26,,北转南,2、3级,45
2006091411,2,00001,多云转晴,,,16,南转北,1、2级,80
2006091411,3,00001,晴间多云,,28,,北转南,2、3级,30
2006091417,9,00002,多云间阴,,25,23,偏南风,2、3级,40
2006091417,a,00002,多云间阴部分地区有小阵雨,,23,21,偏南风,2、3级,50
2006091417,2,00002,多云间阴部分地区有小阵雨,,,17,南转北,1、2级,80
2006091417,3,00002,多云转晴,,27,,北转南,2、3级,30
2006091417,d,00002,晴间多云,,,16,南转北,1、2级,85
2006091417,2,00001,多云间阴,,,17,南转北,1、2级,80
2006091417,3,00001,多云转晴,,27,,北转南,2、3级,30
2006091417,2,00003,多云间阴有小阵雨,,,13,南转北,1、2级,80
2006091417,3,00003,多云转晴,,25,,北转南,2、3级,30
2006091417,2,00004,多云间阴有小阵雨,,,14,南转北,1、2级,80
2006091417,3,00004,多云转晴,,26,,北转南,2、3级,30
2006091417,2,00005,多云间阴,,,14,南转北,1、2级,80
2006091417,3,00005,多云转晴,,26,,北转南,2、3级,30
2006091417,2,00006,多云间阴,,,14,南转北,1、2级,80
2006091417,3,00006,多云转晴,,26,,北转南,2、3级,30
2006091417,2,00007,多云间阴,,,14,南转北,1、2级,80
2006091417,3,00007,多云转晴,,26,,北转南,2、3级,30
2006091417,2,00008,多云间阴,,,17,南转北,1、2级,80
2006091417,3,00008,多云转晴,,27,,北转南,2、3级,30
2006091417,2,00009,多云间阴有小阵雨,,,16,南转北,1、2级,80
2006091417,3,00009,多云转晴,,27,,北转南,2、3级,30
2006091417,2,00010,多云间阴有小阵雨,,,16,南转北,1、2级,80
2006091417,3,00010,多云转晴,,27,,北转南,2、3级,30
2006091417,2,00011,多云间阴,,,17,南转北,1、2级,80
2006091417,3,00011,多云转晴,,27,,北转南,2、3级,30
2006091406,1,00006,多云间晴,,26,,北转南,2、3级,30
2006091406,2,00006,多云转晴,,,13,南转北,1、2级,80
2006091406,1,00007,多云间晴,,26,,北转南,2、3级,30
2006091406,2,00007,多云转晴,,,14,南转北,1、2级,80
2006091406,1,00008,多云间晴,,28,,北转南,2、3级,30
2006091406,2,00008,多云转晴,,,16,南转北,1、2级,80
2006091406,1,00009,多云间晴,,27,,北转南,2、3级,30
2006091406,2,00009,多云转晴,,,14,南转北,1、2级,80
2006091406,1,00010,多云间晴,,27,,北转南,2、3级,30
2006091406,2,00010,多云转晴,,,15,南转北,1、2级,80
2006091406,1,00011,多云间晴,,28,,北转南,2、3级,30
2006091406,2,00011,多云转晴,,,16,南转北,1、2级,80
2006091406,1,00012,多云间晴,,28,,北转南,2、3级,30
2006091406,2,00012,多云转晴,,,16,南转北,1、2级,80
2006091417,2,00012,多云间阴,,,17,南转北,1、2级,80
2006091417,3,00012,多云转晴,,27,,北转南,2、3级,30
