2008053006,1,00002,晴间多云,,27,,北转南,2、3间4级,20
2008053006,2,00002,晴转多云,,,15,南转北,1、2级,50
2008053006,3,00002,多云转阴,,28,,北转南,2、3级,25
2008053006,1,00003,晴间多云,,25,,北转南,2、3间4级,20
2008053006,2,00003,晴转多云,,,11,南转北,1、2级,50
2008053006,1,00004,晴间多云,,27,,北转南,2、3间4级,20
2008053006,2,00004,晴转多云,,,14,南转北,1、2级,50
2008053006,1,00005,晴间多云,,26,,北转南,2、3间4级,20
2008053006,2,00005,晴转多云,,,13,南转北,1、2级,50
2008053006,1,00006,晴间多云,,26,,北转南,2、3间4级,20
2008053006,2,00006,晴转多云,,,13,南转北,1、2级,50
2008053006,1,00007,晴间多云,,26,,北转南,2、3间4级,20
2008053006,2,00007,晴转多云,,,13,南转北,1、2级,50
2008053006,1,00008,晴间多云,,27,,北转南,2、3间4级,20
2008053006,2,00008,晴转多云,,,14,南转北,1、2级,50
2008053006,1,00009,晴间多云,,27,,北转南,2、3间4级,20
2008053006,2,00009,晴转多云,,,13,南转北,1、2级,50
2008053006,1,00010,晴间多云,,27,,北转南,2、3间4级,20
2008053006,2,00010,晴转多云,,,13,南转北,1、2级,50
2008053006,1,00011,晴间多云,,27,,北转南,2、3间4级,20
2008053006,2,00011,晴转多云,,,13,南转北,1、2级,50
2008053006,1,00012,晴间多云,,27,,北转南,2、3间4级,20
2008053006,2,00012,晴转多云,,,15,南转北,1、2级,50
